ds,y,sku,is_weekend,day_of_week,valentines_day,bfcm_week
2024-06-09,125,TOY_SKU_040,1,6,0,0
2024-06-09,130,TOY_SKU_041,1,6,0,0
2024-06-09,88,TOY_SKU_042,1,6,0,0
2024-06-09,132,TOY_SKU_043,1,6,0,0
2024-06-09,173,TOY_SKU_044,1,6,0,0
2024-06-09,251,TOY_SKU_045,1,6,0,0
2024-06-09,111,TOY_SKU_046,1,6,0,0
2024-06-09,205,TOY_SKU_047,1,6,0,0
2024-06-09,187,TOY_SKU_048,1,6,0,0
2024-06-09,164,TOY_SKU_049,1,6,0,0
2024-06-09,137,TOY_SKU_050,1,6,0,0
2024-06-10,78,TOY_SKU_001,0,0,0,0
2024-06-10,31,TOY_SKU_002,0,0,0,0
2024-06-10,68,TOY_SKU_003,0,0,0,0
2024-06-10,16,TOY_SKU_004,0,0,0,0
2024-06-10,39,TOY_SKU_005,0,0,0,0
2024-06-10,27,TOY_SKU_006,0,0,0,0
2024-06-10,97,TOY_SKU_007,0,0,0,0
2024-06-10,11,TOY_SKU_008,0,0,0,0
2024-06-10,42,TOY_SKU_009,0,0,0,0
2024-06-10,73,TOY_SKU_010,0,0,0,0
2024-06-10,51,TOY_SKU_011,0,0,0,0
2024-06-10,51,TOY_SKU_012,0,0,0,0
2024-06-10,90,TOY_SKU_013,0,0,0,0
2024-06-10,34,TOY_SKU_014,0,0,0,0
2024-06-10,81,TOY_SKU_015,0,0,0,0
2024-06-10,72,TOY_SKU_016,0,0,0,0
2024-06-10,33,TOY_SKU_017,0,0,0,0
2024-06-10,41,TOY_SKU_018,0,0,0,0
2024-06-10,78,TOY_SKU_019,0,0,0,0
2024-06-10,88,TOY_SKU_020,0,0,0,0
2024-06-10,43,TOY_SKU_021,0,0,0,0
2024-06-10,33,TOY_SKU_022,0,0,0,0
2024-06-10,91,TOY_SKU_023,0,0,0,0
2024-06-10,44,TOY_SKU_024,0,0,0,0
2024-06-10,100,TOY_SKU_025,0,0,0,0
2024-06-10,19,TOY_SKU_026,0,0,0,0
2024-06-10,33,TOY_SKU_027,0,0,0,0
2024-06-10,48,TOY_SKU_028,0,0,0,0
2024-06-10,98,TOY_SKU_029,0,0,0,0
2024-06-10,95,TOY_SKU_030,0,0,0,0
2024-06-10,73,TOY_SKU_031,0,0,0,0
2024-06-10,43,TOY_SKU_032,0,0,0,0
2024-06-10,90,TOY_SKU_033,0,0,0,0
2024-06-10,49,TOY_SKU_034,0,0,0,0
2024-06-10,39,TOY_SKU_035,0,0,0,0
2024-06-10,81,TOY_SKU_036,0,0,0,0
2024-06-10,25,TOY_SKU_037,0,0,0,0
2024-06-10,53,TOY_SKU_038,0,0,0,0
2024-06-10,29,TOY_SKU_039,0,0,0,0
2024-06-10,44,TOY_SKU_040,0,0,0,0
2024-06-10,66,TOY_SKU_041,0,0,0,0
2024-06-10,40,TOY_SKU_042,0,0,0,0
2024-06-10,68,TOY_SKU_043,0,0,0,0
2024-06-10,83,TOY_SKU_044,0,0,0,0
2024-06-10,75,TOY_SKU_045,0,0,0,0
2024-06-10,53,TOY_SKU_046,0,0,0,0
2024-06-10,78,TOY_SKU_047,0,0,0,0
2024-06-10,73,TOY_SKU_048,0,0,0,0
2024-06-10,93,TOY_SKU_049,0,0,0,0
2024-06-10,84,TOY_SKU_050,0,0,0,0
2024-06-11,88,TOY_SKU_001,0,1,0,0
2024-06-11,35,TOY_SKU_002,0,1,0,0
2024-06-11,76,TOY_SKU_003,0,1,0,0
2024-06-11,15,TOY_SKU_004,0,1,0,0
2024-06-11,42,TOY_SKU_005,0,1,0,0
2024-06-11,29,TOY_SKU_006,0,1,0,0
2024-06-11,83,TOY_SKU_007,0,1,0,0
2024-06-11,13,TOY_SKU_008,0,1,0,0
2024-06-11,46,TOY_SKU_009,0,1,0,0
2024-06-11,58,TOY_SKU_010,0,1,0,0
2024-06-11,50,TOY_SKU_011,0,1,0,0
2024-06-11,51,TOY_SKU_012,0,1,0,0
2024-06-11,87,TOY_SKU_013,0,1,0,0
2024-06-11,41,TOY_SKU_014,0,1,0,0
2024-06-11,72,TOY_SKU_015,0,1,0,0
2024-06-11,61,TOY_SKU_016,0,1,0,0
2024-06-11,35,TOY_SKU_017,0,1,0,0
2024-06-11,35,TOY_SKU_018,0,1,0,0
2024-06-11,69,TOY_SKU_019,0,1,0,0
2024-06-11,82,TOY_SKU_020,0,1,0,0
2024-06-11,59,TOY_SKU_021,0,1,0,0
2024-06-11,34,TOY_SKU_022,0,1,0,0
2024-06-11,81,TOY_SKU_023,0,1,0,0
2024-06-11,54,TOY_SKU_024,0,1,0,0
2024-06-11,93,TOY_SKU_025,0,1,0,0
2024-06-11,25,TOY_SKU_026,0,1,0,0
2024-06-11,33,TOY_SKU_027,0,1,0,0
2024-06-11,45,TOY_SKU_028,0,1,0,0
2024-06-11,94,TOY_SKU_029,0,1,0,0
2024-06-11,72,TOY_SKU_030,0,1,0,0
2024-06-11,68,TOY_SKU_031,0,1,0,0
2024-06-11,48,TOY_SKU_032,0,1,0,0
2024-06-11,67,TOY_SKU_033,0,1,0,0
2024-06-11,61,TOY_SKU_034,0,1,0,0
2024-06-11,38,TOY_SKU_035,0,1,0,0
2024-06-11,84,TOY_SKU_036,0,1,0,0
2024-06-11,22,TOY_SKU_037,0,1,0,0
2024-06-11,74,TOY_SKU_038,0,1,0,0
2024-06-11,29,TOY_SKU_039,0,1,0,0
2024-06-11,49,TOY_SKU_040,0,1,0,0
2024-06-11,65,TOY_SKU_041,0,1,0,0
2024-06-11,42,TOY_SKU_042,0,1,0,0
2024-06-11,55,TOY_SKU_043,0,1,0,0
2024-06-11,94,TOY_SKU_044,0,1,0,0
2024-06-11,75,TOY_SKU_045,0,1,0,0
2024-06-11,50,TOY_SKU_046,0,1,0,0
2024-06-11,84,TOY_SKU_047,0,1,0,0
2024-06-11,70,TOY_SKU_048,0,1,0,0
2024-06-11,86,TOY_SKU_049,0,1,0,0
2024-06-11,87,TOY_SKU_050,0,1,0,0
2024-06-12,83,TOY_SKU_001,0,2,0,0
2024-06-12,38,TOY_SKU_002,0,2,0,0
2024-06-12,96,TOY_SKU_003,0,2,0,0
2024-06-12,16,TOY_SKU_004,0,2,0,0
2024-06-12,44,TOY_SKU_005,0,2,0,0
2024-06-12,28,TOY_SKU_006,0,2,0,0
2024-06-12,103,TOY_SKU_007,0,2,0,0
2024-06-12,11,TOY_SKU_008,0,2,0,0
2024-06-12,47,TOY_SKU_009,0,2,0,0
2024-06-12,59,TOY_SKU_010,0,2,0,0
2024-06-12,55,TOY_SKU_011,0,2,0,0
2024-06-12,59,TOY_SKU_012,0,2,0,0
2024-06-12,107,TOY_SKU_013,0,2,0,0
2024-06-12,41,TOY_SKU_014,0,2,0,0
2024-06-12,84,TOY_SKU_015,0,2,0,0
2024-06-12,64,TOY_SKU_016,0,2,0,0
2024-06-12,37,TOY_SKU_017,0,2,0,0
2024-06-12,32,TOY_SKU_018,0,2,0,0
2024-06-12,75,TOY_SKU_019,0,2,0,0
2024-06-12,101,TOY_SKU_020,0,2,0,0
2024-06-12,47,TOY_SKU_021,0,2,0,0
2024-06-12,36,TOY_SKU_022,0,2,0,0
2024-06-12,103,TOY_SKU_023,0,2,0,0
2024-06-12,38,TOY_SKU_024,0,2,0,0
2024-06-12,98,TOY_SKU_025,0,2,0,0
2024-06-12,26,TOY_SKU_026,0,2,0,0
2024-06-12,43,TOY_SKU_027,0,2,0,0
2024-06-12,38,TOY_SKU_028,0,2,0,0
2024-06-12,84,TOY_SKU_029,0,2,0,0
2024-06-12,67,TOY_SKU_030,0,2,0,0
2024-06-12,64,TOY_SKU_031,0,2,0,0
2024-06-12,54,TOY_SKU_032,0,2,0,0
2024-06-12,74,TOY_SKU_033,0,2,0,0
2024-06-12,70,TOY_SKU_034,0,2,0,0
2024-06-12,32,TOY_SKU_035,0,2,0,0
2024-06-12,72,TOY_SKU_036,0,2,0,0
2024-06-12,25,TOY_SKU_037,0,2,0,0
2024-06-12,57,TOY_SKU_038,0,2,0,0
2024-06-12,32,TOY_SKU_039,0,2,0,0
2024-06-12,53,TOY_SKU_040,0,2,0,0
2024-06-12,67,TOY_SKU_041,0,2,0,0
2024-06-12,59,TOY_SKU_042,0,2,0,0
2024-06-12,65,TOY_SKU_043,0,2,0,0
2024-06-12,107,TOY_SKU_044,0,2,0,0
2024-06-12,78,TOY_SKU_045,0,2,0,0
2024-06-12,55,TOY_SKU_046,0,2,0,0
2024-06-12,96,TOY_SKU_047,0,2,0,0
2024-06-12,68,TOY_SKU_048,0,2,0,0
2024-06-12,85,TOY_SKU_049,0,2,0,0
2024-06-12,68,TOY_SKU_050,0,2,0,0
2024-06-13,90,TOY_SKU_001,0,3,0,0
2024-06-13,40,TOY_SKU_002,0,3,0,0
2024-06-13,82,TOY_SKU_003,0,3,0,0
2024-06-13,18,TOY_SKU_004,0,3,0,0
2024-06-13,43,TOY_SKU_005,0,3,0,0
2024-06-13,23,TOY_SKU_006,0,3,0,0
2024-06-13,95,TOY_SKU_007,0,3,0,0
2024-06-13,10,TOY_SKU_008,0,3,0,0
2024-06-13,39,TOY_SKU_009,0,3,0,0
2024-06-13,75,TOY_SKU_010,0,3,0,0
2024-06-13,63,TOY_SKU_011,0,3,0,0
2024-06-13,56,TOY_SKU_012,0,3,0,0
2024-06-13,94,TOY_SKU_013,0,3,0,0
2024-06-13,34,TOY_SKU_014,0,3,0,0
2024-06-13,84,TOY_SKU_015,0,3,0,0
2024-06-13,78,TOY_SKU_016,0,3,0,0
2024-06-13,45,TOY_SKU_017,0,3,0,0
2024-06-13,42,TOY_SKU_018,0,3,0,0
2024-06-13,56,TOY_SKU_019,0,3,0,0
2024-06-13,75,TOY_SKU_020,0,3,0,0
2024-06-13,46,TOY_SKU_021,0,3,0,0
2024-06-13,26,TOY_SKU_022,0,3,0,0
2024-06-13,74,TOY_SKU_023,0,3,0,0
2024-06-13,51,TOY_SKU_024,0,3,0,0
2024-06-13,104,TOY_SKU_025,0,3,0,0
2024-06-13,28,TOY_SKU_026,0,3,0,0
2024-06-13,37,TOY_SKU_027,0,3,0,0
2024-06-13,43,TOY_SKU_028,0,3,0,0
2024-06-13,102,TOY_SKU_029,0,3,0,0
2024-06-13,99,TOY_SKU_030,0,3,0,0
2024-06-13,75,TOY_SKU_031,0,3,0,0
2024-06-13,57,TOY_SKU_032,0,3,0,0
2024-06-13,73,TOY_SKU_033,0,3,0,0
2024-06-13,70,TOY_SKU_034,0,3,0,0
2024-06-13,29,TOY_SKU_035,0,3,0,0
2024-06-13,85,TOY_SKU_036,0,3,0,0
2024-06-13,28,TOY_SKU_037,0,3,0,0
2024-06-13,68,TOY_SKU_038,0,3,0,0
2024-06-13,32,TOY_SKU_039,0,3,0,0
2024-06-13,61,TOY_SKU_040,0,3,0,0
2024-06-13,69,TOY_SKU_041,0,3,0,0
2024-06-13,54,TOY_SKU_042,0,3,0,0
2024-06-13,77,TOY_SKU_043,0,3,0,0
2024-06-13,82,TOY_SKU_044,0,3,0,0
2024-06-13,105,TOY_SKU_045,0,3,0,0
2024-06-13,55,TOY_SKU_046,0,3,0,0
2024-06-13,101,TOY_SKU_047,0,3,0,0
2024-06-13,74,TOY_SKU_048,0,3,0,0
2024-06-13,104,TOY_SKU_049,0,3,0,0
2024-06-13,96,TOY_SKU_050,0,3,0,0
2024-06-14,73,TOY_SKU_001,0,4,0,0
2024-06-14,31,TOY_SKU_002,0,4,0,0
2024-06-14,70,TOY_SKU_003,0,4,0,0
2024-06-14,17,TOY_SKU_004,0,4,0,0
2024-06-14,47,TOY_SKU_005,0,4,0,0
2024-06-14,31,TOY_SKU_006,0,4,0,0
2024-06-14,91,TOY_SKU_007,0,4,0,0
2024-06-14,14,TOY_SKU_008,0,4,0,0
2024-06-14,41,TOY_SKU_009,0,4,0,0
2024-06-14,67,TOY_SKU_010,0,4,0,0
2024-06-14,50,TOY_SKU_011,0,4,0,0
2024-06-14,57,TOY_SKU_012,0,4,0,0
2024-06-14,85,TOY_SKU_013,0,4,0,0
2024-06-14,37,TOY_SKU_014,0,4,0,0
2024-06-14,77,TOY_SKU_015,0,4,0,0
2024-06-14,79,TOY_SKU_016,0,4,0,0
2024-06-14,34,TOY_SKU_017,0,4,0,0
2024-06-14,42,TOY_SKU_018,0,4,0,0
2024-06-14,66,TOY_SKU_019,0,4,0,0
2024-06-14,77,TOY_SKU_020,0,4,0,0
2024-06-14,40,TOY_SKU_021,0,4,0,0
2024-06-14,29,TOY_SKU_022,0,4,0,0
2024-06-14,93,TOY_SKU_023,0,4,0,0
2024-06-14,45,TOY_SKU_024,0,4,0,0
2024-06-14,107,TOY_SKU_025,0,4,0,0
2024-06-14,22,TOY_SKU_026,0,4,0,0
2024-06-14,42,TOY_SKU_027,0,4,0,0
2024-06-14,50,TOY_SKU_028,0,4,0,0
2024-06-14,106,TOY_SKU_029,0,4,0,0
2024-06-14,83,TOY_SKU_030,0,4,0,0
2024-06-14,68,TOY_SKU_031,0,4,0,0
2024-06-14,57,TOY_SKU_032,0,4,0,0
2024-06-14,91,TOY_SKU_033,0,4,0,0
2024-06-14,51,TOY_SKU_034,0,4,0,0
2024-06-14,30,TOY_SKU_035,0,4,0,0
2024-06-14,71,TOY_SKU_036,0,4,0,0
2024-06-14,24,TOY_SKU_037,0,4,0,0
2024-06-14,65,TOY_SKU_038,0,4,0,0
2024-06-14,22,TOY_SKU_039,0,4,0,0
2024-06-14,61,TOY_SKU_040,0,4,0,0
2024-06-14,81,TOY_SKU_041,0,4,0,0
2024-06-14,44,TOY_SKU_042,0,4,0,0
2024-06-14,58,TOY_SKU_043,0,4,0,0
2024-06-14,79,TOY_SKU_044,0,4,0,0
2024-06-14,78,TOY_SKU_045,0,4,0,0
2024-06-14,40,TOY_SKU_046,0,4,0,0
2024-06-14,97,TOY_SKU_047,0,4,0,0
2024-06-14,89,TOY_SKU_048,0,4,0,0
2024-06-14,104,TOY_SKU_049,0,4,0,0
2024-06-14,74,TOY_SKU_050,0,4,0,0
2024-06-15,187,TOY_SKU_001,1,5,0,0
2024-06-15,117,TOY_SKU_002,1,5,0,0
2024-06-15,199,TOY_SKU_003,1,5,0,0
2024-06-15,23,TOY_SKU_004,1,5,0,0
2024-06-15,89,TOY_SKU_005,1,5,0,0
2024-06-15,52,TOY_SKU_006,1,5,0,0
2024-06-15,146,TOY_SKU_007,1,5,0,0
2024-06-15,16,TOY_SKU_008,1,5,0,0
2024-06-15,89,TOY_SKU_009,1,5,0,0
2024-06-15,189,TOY_SKU_010,1,5,0,0
2024-06-15,86,TOY_SKU_011,1,5,0,0
2024-06-15,98,TOY_SKU_012,1,5,0,0
2024-06-15,313,TOY_SKU_013,1,5,0,0
2024-06-15,63,TOY_SKU_014,1,5,0,0
2024-06-15,199,TOY_SKU_015,1,5,0,0
2024-06-15,184,TOY_SKU_016,1,5,0,0
2024-06-15,78,TOY_SKU_017,1,5,0,0
2024-06-15,117,TOY_SKU_018,1,5,0,0
2024-06-15,234,TOY_SKU_019,1,5,0,0
2024-06-15,157,TOY_SKU_020,1,5,0,0
2024-06-15,120,TOY_SKU_021,1,5,0,0
2024-06-15,96,TOY_SKU_022,1,5,0,0
2024-06-15,229,TOY_SKU_023,1,5,0,0
2024-06-15,84,TOY_SKU_024,1,5,0,0
2024-06-15,221,TOY_SKU_025,1,5,0,0
2024-06-15,74,TOY_SKU_026,1,5,0,0
2024-06-15,81,TOY_SKU_027,1,5,0,0
2024-06-15,81,TOY_SKU_028,1,5,0,0
2024-06-15,315,TOY_SKU_029,1,5,0,0
2024-06-15,128,TOY_SKU_030,1,5,0,0
2024-06-15,101,TOY_SKU_031,1,5,0,0
2024-06-15,125,TOY_SKU_032,1,5,0,0
2024-06-15,231,TOY_SKU_033,1,5,0,0
2024-06-15,162,TOY_SKU_034,1,5,0,0
2024-06-15,60,TOY_SKU_035,1,5,0,0
2024-06-15,120,TOY_SKU_036,1,5,0,0
2024-06-15,73,TOY_SKU_037,1,5,0,0
2024-06-15,156,TOY_SKU_038,1,5,0,0
2024-06-15,67,TOY_SKU_039,1,5,0,0
2024-06-15,155,TOY_SKU_040,1,5,0,0
2024-06-15,137,TOY_SKU_041,1,5,0,0
2024-06-15,107,TOY_SKU_042,1,5,0,0
2024-06-15,94,TOY_SKU_043,1,5,0,0
2024-06-15,153,TOY_SKU_044,1,5,0,0
2024-06-15,278,TOY_SKU_045,1,5,0,0
2024-06-15,141,TOY_SKU_046,1,5,0,0
2024-06-15,226,TOY_SKU_047,1,5,0,0
2024-06-15,168,TOY_SKU_048,1,5,0,0
2024-06-15,182,TOY_SKU_049,1,5,0,0
2024-06-15,158,TOY_SKU_050,1,5,0,0
2024-06-16,195,TOY_SKU_001,1,6,0,0
2024-06-16,107,TOY_SKU_002,1,6,0,0
2024-06-16,177,TOY_SKU_003,1,6,0,0
2024-06-16,20,TOY_SKU_004,1,6,0,0
2024-06-16,90,TOY_SKU_005,1,6,0,0
2024-06-16,62,TOY_SKU_006,1,6,0,0
2024-06-16,181,TOY_SKU_007,1,6,0,0
2024-06-16,17,TOY_SKU_008,1,6,0,0
2024-06-16,87,TOY_SKU_009,1,6,0,0
2024-06-16,171,TOY_SKU_010,1,6,0,0
2024-06-16,118,TOY_SKU_011,1,6,0,0
2024-06-16,94,TOY_SKU_012,1,6,0,0
2024-06-16,256,TOY_SKU_013,1,6,0,0
2024-06-16,69,TOY_SKU_014,1,6,0,0
2024-06-16,219,TOY_SKU_015,1,6,0,0
2024-06-16,214,TOY_SKU_016,1,6,0,0
2024-06-16,85,TOY_SKU_017,1,6,0,0
2024-06-16,112,TOY_SKU_018,1,6,0,0
2024-06-16,193,TOY_SKU_019,1,6,0,0
2024-06-16,172,TOY_SKU_020,1,6,0,0
2024-06-16,133,TOY_SKU_021,1,6,0,0
2024-06-16,84,TOY_SKU_022,1,6,0,0
2024-06-16,224,TOY_SKU_023,1,6,0,0
2024-06-16,73,TOY_SKU_024,1,6,0,0
2024-06-16,256,TOY_SKU_025,1,6,0,0
2024-06-16,58,TOY_SKU_026,1,6,0,0
2024-06-16,64,TOY_SKU_027,1,6,0,0
2024-06-16,96,TOY_SKU_028,1,6,0,0
2024-06-16,295,TOY_SKU_029,1,6,0,0
2024-06-16,149,TOY_SKU_030,1,6,0,0
2024-06-16,112,TOY_SKU_031,1,6,0,0
2024-06-16,131,TOY_SKU_032,1,6,0,0
2024-06-16,181,TOY_SKU_033,1,6,0,0
2024-06-16,162,TOY_SKU_034,1,6,0,0
2024-06-16,68,TOY_SKU_035,1,6,0,0
2024-06-16,144,TOY_SKU_036,1,6,0,0
2024-06-16,52,TOY_SKU_037,1,6,0,0
2024-06-16,174,TOY_SKU_038,1,6,0,0
2024-06-16,90,TOY_SKU_039,1,6,0,0
2024-06-16,145,TOY_SKU_040,1,6,0,0
2024-06-16,136,TOY_SKU_041,1,6,0,0
2024-06-16,105,TOY_SKU_042,1,6,0,0
2024-06-16,111,TOY_SKU_043,1,6,0,0
2024-06-16,171,TOY_SKU_044,1,6,0,0
2024-06-16,263,TOY_SKU_045,1,6,0,0
2024-06-16,133,TOY_SKU_046,1,6,0,0
2024-06-16,251,TOY_SKU_047,1,6,0,0
2024-06-16,153,TOY_SKU_048,1,6,0,0
2024-06-16,142,TOY_SKU_049,1,6,0,0
2024-06-16,164,TOY_SKU_050,1,6,0,0
2024-06-17,109,TOY_SKU_001,0,0,0,0
2024-06-17,42,TOY_SKU_002,0,0,0,0
2024-06-17,89,TOY_SKU_003,0,0,0,0
2024-06-17,18,TOY_SKU_004,0,0,0,0
2024-06-17,42,TOY_SKU_005,0,0,0,0
2024-06-17,26,TOY_SKU_006,0,0,0,0
2024-06-17,102,TOY_SKU_007,0,0,0,0
2024-06-17,10,TOY_SKU_008,0,0,0,0
2024-06-17,35,TOY_SKU_009,0,0,0,0
2024-06-17,60,TOY_SKU_010,0,0,0,0
2024-06-17,60,TOY_SKU_011,0,0,0,0
2024-06-17,63,TOY_SKU_012,0,0,0,0
2024-06-17,86,TOY_SKU_013,0,0,0,0
2024-06-17,41,TOY_SKU_014,0,0,0,0
2024-06-17,103,TOY_SKU_015,0,0,0,0
2024-06-17,73,TOY_SKU_016,0,0,0,0
2024-06-17,32,TOY_SKU_017,0,0,0,0
2024-06-17,37,TOY_SKU_018,0,0,0,0
2024-06-17,79,TOY_SKU_019,0,0,0,0
2024-06-17,97,TOY_SKU_020,0,0,0,0
2024-06-17,55,TOY_SKU_021,0,0,0,0
2024-06-17,37,TOY_SKU_022,0,0,0,0
2024-06-17,75,TOY_SKU_023,0,0,0,0
2024-06-17,53,TOY_SKU_024,0,0,0,0
2024-06-17,89,TOY_SKU_025,0,0,0,0
2024-06-17,28,TOY_SKU_026,0,0,0,0
2024-06-17,31,TOY_SKU_027,0,0,0,0
2024-06-17,51,TOY_SKU_028,0,0,0,0
2024-06-17,90,TOY_SKU_029,0,0,0,0
2024-06-17,93,TOY_SKU_030,0,0,0,0
2024-06-17,62,TOY_SKU_031,0,0,0,0
2024-06-17,49,TOY_SKU_032,0,0,0,0
2024-06-17,79,TOY_SKU_033,0,0,0,0
2024-06-17,64,TOY_SKU_034,0,0,0,0
2024-06-17,30,TOY_SKU_035,0,0,0,0
2024-06-17,74,TOY_SKU_036,0,0,0,0
2024-06-17,28,TOY_SKU_037,0,0,0,0
2024-06-17,57,TOY_SKU_038,0,0,0,0
2024-06-17,22,TOY_SKU_039,0,0,0,0
2024-06-17,61,TOY_SKU_040,0,0,0,0
2024-06-17,69,TOY_SKU_041,0,0,0,0
2024-06-17,51,TOY_SKU_042,0,0,0,0
2024-06-17,68,TOY_SKU_043,0,0,0,0
2024-06-17,95,TOY_SKU_044,0,0,0,0
2024-06-17,81,TOY_SKU_045,0,0,0,0
2024-06-17,51,TOY_SKU_046,0,0,0,0
2024-06-17,89,TOY_SKU_047,0,0,0,0
2024-06-17,65,TOY_SKU_048,0,0,0,0
2024-06-17,111,TOY_SKU_049,0,0,0,0
2024-06-17,89,TOY_SKU_050,0,0,0,0
2024-06-18,96,TOY_SKU_001,0,1,0,0
2024-06-18,39,TOY_SKU_002,0,1,0,0
2024-06-18,69,TOY_SKU_003,0,1,0,0
2024-06-18,17,TOY_SKU_004,0,1,0,0
2024-06-18,36,TOY_SKU_005,0,1,0,0
2024-06-18,32,TOY_SKU_006,0,1,0,0
2024-06-18,75,TOY_SKU_007,0,1,0,0
2024-06-18,11,TOY_SKU_008,0,1,0,0
2024-06-18,41,TOY_SKU_009,0,1,0,0
2024-06-18,63,TOY_SKU_010,0,1,0,0
2024-06-18,69,TOY_SKU_011,0,1,0,0
2024-06-18,47,TOY_SKU_012,0,1,0,0
2024-06-18,93,TOY_SKU_013,0,1,0,0
2024-06-18,32,TOY_SKU_014,0,1,0,0
2024-06-18,105,TOY_SKU_015,0,1,0,0
2024-06-18,63,TOY_SKU_016,0,1,0,0
